city,country,continent,latitude,longitude,reel_count,is_island,platform_url
New York,United States,North America,40.7602,-73.9761,47,false,https://bestroadtrip.com/map/united-states/new-york
Dubai,United Arab Emirates,Asia,25.1972,55.2744,33,false,https://bestroadtrip.com/map/united-arab-emirates/dubai
Paris,France,Europe,48.8584,2.2945,28,false,https://bestroadtrip.com/map/france/paris
Greater London,United Kingdom,Europe,51.5454,-0.1762,25,true,https://bestroadtrip.com/map/united-kingdom/greater-london
London,United Kingdom,Europe,51.4769,-0.0005,23,true,https://bestroadtrip.com/map/united-kingdom/london
Kathmandu,Nepal,Asia,27.6992,85.3383,19,false,https://bestroadtrip.com/map/nepal/kathmandu
Bangkok,Thailand,Asia,13.7261,100.5108,19,false,https://bestroadtrip.com/map/thailand/bangkok
Minato City,Japan,Asia,35.6586,139.7454,16,true,https://bestroadtrip.com/map/japan/minato-city
Cusco,Peru,South America,-13.5146,-71.9781,16,false,https://bestroadtrip.com/map/peru/cusco
Leticia,Colombia,South America,-4.2150,-69.9406,14,false,https://bestroadtrip.com/map/colombia/leticia
Kuala Lumpur,Malaysia,Asia,3.1579,101.7114,14,false,https://bestroadtrip.com/map/malaysia/kuala-lumpur
Muang Pattaya,Thailand,Asia,12.9487,100.8942,14,false,https://bestroadtrip.com/map/thailand/muang-pattaya
Ubud,Indonesia,Asia,-8.3865,115.2686,13,true,https://bestroadtrip.com/map/indonesia/ubud
Sapporo,Japan,Asia,43.0889,141.2717,13,true,https://bestroadtrip.com/map/japan/sapporo
Centro,Brasil,Unknown,-22.9107,-43.1807,12,false,https://bestroadtrip.com/map/brazil/centro
Quito,Ecuador,South America,-0.1821,-78.4847,12,false,https://bestroadtrip.com/map/ecuador/quito
Kyoto,Japan,Asia,34.9677,135.7792,12,true,https://bestroadtrip.com/map/japan/kyoto
Santorini,Greece,Europe,36.4614,25.3752,11,false,https://bestroadtrip.com/map/greece/santorini
Kabupaten Badung,Indonesia,Asia,-8.6655,115.1381,11,true,https://bestroadtrip.com/map/indonesia/kabupaten-badung
Shibuya,Japan,Asia,35.6603,139.7008,11,true,https://bestroadtrip.com/map/japan/shibuya
Malé,Maldives,Unknown,4.2468,73.4693,11,true,https://bestroadtrip.com/map/maldives/male
Lagos,Nigeria,Africa,6.4456,3.4069,11,false,https://bestroadtrip.com/map/nigeria/lagos
Toronto,Canada,North America,43.6511,-79.3774,10,false,https://bestroadtrip.com/map/canada/toronto
Medellín,Colombia,South America,6.2557,-75.6186,10,false,https://bestroadtrip.com/map/colombia/medellin
Berlin,Germany,Europe,52.5138,13.3926,10,false,https://bestroadtrip.com/map/germany/berlin
Chuo City,Japan,Asia,35.6865,139.7861,10,true,https://bestroadtrip.com/map/japan/chuo-city
Taito City,Japan,Asia,35.7160,139.7729,10,true,https://bestroadtrip.com/map/japan/taito-city
Singapore,Singapore,Asia,1.3521,103.8198,10,true,https://bestroadtrip.com/map/singapore/singapore
Barcelona,Spain,Europe,41.3818,2.1719,10,false,https://bestroadtrip.com/map/spain/barcelona
Buenos Aires,Argentina,South America,-34.6012,-58.3833,9,false,https://bestroadtrip.com/map/argentina/buenos-aires
Roma,Italia,Unknown,41.8967,12.4822,9,false,https://bestroadtrip.com/map/italy/roma
Abuja,Nigeria,Africa,9.0723,7.4913,9,false,https://bestroadtrip.com/map/nigeria/abuja
Madrid,Spain,Europe,40.4154,-3.7094,9,false,https://bestroadtrip.com/map/spain/madrid
Budapest,Hungary,Europe,47.5076,19.0459,8,false,https://bestroadtrip.com/map/hungary/budapest
Poznań,Poland,Europe,52.4012,16.9280,8,false,https://bestroadtrip.com/map/poland/poznan
Chiang Mai,Thailand,Asia,18.8855,99.0665,8,false,https://bestroadtrip.com/map/thailand/chiang-mai
Edinburgh,United Kingdom,Europe,55.9486,-3.1931,8,true,https://bestroadtrip.com/map/united-kingdom/edinburgh
Glasgow,United Kingdom,Europe,55.8617,-4.2583,8,true,https://bestroadtrip.com/map/united-kingdom/glasgow
Ho Chi Minh City,Vietnam,Asia,11.1445,106.4630,8,false,https://bestroadtrip.com/map/vietnam/ho-chi-minh-city
Thành phố Hồ Chí Minh,Vietnam,Asia,10.7881,106.7047,8,false,https://bestroadtrip.com/map/vietnam/thanh-pho-ho-chi-minh
Última Esperanza,Chile,South America,-51.4164,-73.1101,7,false,https://bestroadtrip.com/map/chile/ultima-esperanza
Quepos,Costa Rica,North America,9.4022,-84.1532,7,false,https://bestroadtrip.com/map/costa-rica/quepos
Canggu,Indonesia,Asia,-8.6537,115.1332,7,true,https://bestroadtrip.com/map/indonesia/canggu
Osaka,Japan,Asia,34.6688,135.5030,7,true,https://bestroadtrip.com/map/japan/osaka
Cape Town,South Africa,Africa,-33.9628,18.4098,7,false,https://bestroadtrip.com/map/south-africa/cape-town
Jongno District,South Korea,Asia,37.5807,127.0075,7,false,https://bestroadtrip.com/map/south-korea/jongno-district
Abu Dhabi,United Arab Emirates,Asia,24.4120,54.4749,7,false,https://bestroadtrip.com/map/united-arab-emirates/abu-dhabi
Florianópolis,Brasil,Unknown,-27.5692,-48.4606,6,false,https://bestroadtrip.com/map/brazil/florianopolis
Krong Siem Reap,Cambodia,Asia,13.3524,103.8586,6,false,https://bestroadtrip.com/map/cambodia/krong-siem-reap
Santiago,Chile,South America,-33.4460,-70.6660,6,false,https://bestroadtrip.com/map/chile/santiago
Hong Kong,China,Asia,22.3126,114.0416,6,false,https://bestroadtrip.com/map/china/hong-kong
La Fortuna,Costa Rica,North America,10.4686,-84.6533,6,false,https://bestroadtrip.com/map/costa-rica/la-fortuna
San Salvador,El Salvador,North America,13.6937,-89.2428,6,false,https://bestroadtrip.com/map/el-salvador/san-salvador
Jaipur,India,Asia,26.7677,75.8497,6,false,https://bestroadtrip.com/map/india/jaipur
Venice,Italy,Europe,45.4342,12.3364,6,false,https://bestroadtrip.com/map/italy/venice
Shinjuku City,Japan,Asia,35.7048,139.7364,6,true,https://bestroadtrip.com/map/japan/shinjuku-city
Tambon Bo Put,Thailand,Asia,9.5386,100.0561,6,false,https://bestroadtrip.com/map/thailand/tambon-bo-put
Providencia,Chile,South America,-33.4461,-70.6262,5,false,https://bestroadtrip.com/map/chile/providencia
Puerto Natales,Chile,South America,-51.0481,-73.1641,5,false,https://bestroadtrip.com/map/chile/puerto-natales
Beijing,China,Asia,39.9163,116.3972,5,false,https://bestroadtrip.com/map/china/beijing
Bogotá,Colombia,South America,4.7110,-74.0721,5,false,https://bestroadtrip.com/map/colombia/bogota
Ciudad de Guatemala,Guatemala,North America,14.5837,-90.5227,5,false,https://bestroadtrip.com/map/guatemala/ciudad-de-guatemala
New Territories,Hong Kong,Unknown,22.3130,114.0413,5,false,https://bestroadtrip.com/map/hong-kong/new-territories
Kota Jakarta Selatan,Indonesia,Asia,-6.2446,106.8006,5,true,https://bestroadtrip.com/map/indonesia/kota-jakarta-selatan
Ciudad de México,Mexico,North America,19.3552,-99.1625,5,false,https://bestroadtrip.com/map/mexico/ciudad-de-mexico
Marrakech,Morocco,Africa,31.6295,-7.9811,5,false,https://bestroadtrip.com/map/morocco/marrakech
Marrakesh,Morocco,Africa,31.6225,-7.9898,5,false,https://bestroadtrip.com/map/morocco/marrakesh
Machu Picchu,Peru,South America,-13.1631,-72.5450,5,false,https://bestroadtrip.com/map/peru/machu-picchu
Urubamba,Peru,South America,-13.3041,-72.1156,5,false,https://bestroadtrip.com/map/peru/urubamba
Doha,Qatar,Asia,25.2854,51.5310,5,false,https://bestroadtrip.com/map/qatar/doha
Surat Thani,Thailand,Asia,8.9175,98.5236,5,false,https://bestroadtrip.com/map/thailand/surat-thani
Highland Council,United Kingdom,Europe,58.5631,-4.7200,5,true,https://bestroadtrip.com/map/united-kingdom/highland-council
Las Heras,Argentina,South America,-32.6532,-70.0109,4,false,https://bestroadtrip.com/map/argentina/las-heras
Manaus,Brazil,South America,-3.1072,-60.0261,4,false,https://bestroadtrip.com/map/brazil/manaus
Las Condes,Chile,South America,-33.4078,-70.5682,4,false,https://bestroadtrip.com/map/chile/las-condes
Cartagena de Indias,Colombia,South America,10.4235,-75.5507,4,false,https://bestroadtrip.com/map/colombia/cartagena-de-indias
Guatape,Colombia,South America,6.2199,-75.1796,4,false,https://bestroadtrip.com/map/colombia/guatape
San Andrés,Colombia,South America,12.5805,-81.6916,4,false,https://bestroadtrip.com/map/colombia/san-andres
Santa Marta,Colombia,South America,11.3689,-74.0517,4,false,https://bestroadtrip.com/map/colombia/santa-marta
Miami,Estados Unidos,Unknown,25.6468,-80.4124,4,false,https://bestroadtrip.com/map/united-states/miami
Bora Bora,French Polynesia,Unknown,-16.5004,-151.7415,4,false,https://bestroadtrip.com/map/french-polynesia/bora-bora
Hyderabad,India,Asia,17.3302,78.4676,4,false,https://bestroadtrip.com/map/india/hyderabad
New Delhi,India,Asia,28.6139,77.2088,4,false,https://bestroadtrip.com/map/india/new-delhi
Capri,Italy,Europe,40.5556,14.2216,4,false,https://bestroadtrip.com/map/italy/capri
Milan,Italy,Europe,45.4706,9.1793,4,false,https://bestroadtrip.com/map/italy/milan
Chiyoda City,Japan,Asia,35.6862,139.7450,4,true,https://bestroadtrip.com/map/japan/chiyoda-city
Matsumoto,Japan,Asia,36.2488,137.6381,4,true,https://bestroadtrip.com/map/japan/matsumoto
Nara,Japan,Asia,34.6813,135.8308,4,true,https://bestroadtrip.com/map/japan/nara
Otaru,Japan,Asia,43.1906,141.0078,4,true,https://bestroadtrip.com/map/japan/otaru
Lalitpur,Nepal,Asia,27.6837,85.3125,4,false,https://bestroadtrip.com/map/nepal/lalitpur
Maastricht,Netherlands,Europe,50.8501,5.6899,4,false,https://bestroadtrip.com/map/netherlands/maastricht
Lima,Peru,South America,-12.1211,-77.0296,4,false,https://bestroadtrip.com/map/peru/lima
Lisboa,Portugal,Europe,38.6916,-9.2160,4,false,https://bestroadtrip.com/map/portugal/lisboa
Seodaemun-gu,South Korea,Asia,37.5596,126.9460,4,false,https://bestroadtrip.com/map/south-korea/seodaemun-gu
Kaohsiung City,Taiwan,Asia,22.6249,120.2812,4,true,https://bestroadtrip.com/map/taiwan/kaohsiung-city
Pattaya City,Thailand,Asia,12.8322,100.9662,4,false,https://bestroadtrip.com/map/thailand/pattaya-city
Tambon Mae Nam,Thailand,Asia,9.5700,100.0003,4,false,https://bestroadtrip.com/map/thailand/tambon-mae-nam
Fethiye,Türkiye,Unknown,36.6592,29.1263,4,false,https://bestroadtrip.com/map/turkey/fethiye
Manchester,United Kingdom,Europe,53.4847,-2.2004,4,true,https://bestroadtrip.com/map/united-kingdom/manchester
Chicago,United States,North America,41.8939,-87.6246,4,false,https://bestroadtrip.com/map/united-states/chicago
Las Vegas,United States,North America,36.1126,-115.1767,4,false,https://bestroadtrip.com/map/united-states/las-vegas
St. Louis,United States,North America,38.6270,-90.1994,4,false,https://bestroadtrip.com/map/united-states/st-louis
Washington,United States,North America,38.8894,-77.0405,4,false,https://bestroadtrip.com/map/united-states/washington
Vienna,Austria,Europe,48.2100,16.3573,3,false,https://bestroadtrip.com/map/austria/vienna
Brussels,Belgium,Europe,50.8429,4.3576,3,false,https://bestroadtrip.com/map/belgium/brussels
Barra da Tijuca,Brasil,Unknown,-22.9993,-43.3607,3,false,https://bestroadtrip.com/map/brazil/barra-da-tijuca
Jardim Botânico,Brasil,Unknown,-22.9638,-43.2222,3,false,https://bestroadtrip.com/map/brazil/jardim-botanico
Santa Teresa,Brasil,Unknown,-22.9206,-43.1896,3,false,https://bestroadtrip.com/map/brazil/santa-teresa
Santo Antonio de Lisboa,Brasil,Unknown,-27.5107,-48.5125,3,false,https://bestroadtrip.com/map/brazil/santo-antonio-de-lisboa
Rio de Janeiro,Brazil,South America,-22.9519,-43.2105,3,false,https://bestroadtrip.com/map/brazil/rio-de-janeiro
Improvement District No. 9,Canada,North America,51.3217,-116.1860,3,false,https://bestroadtrip.com/map/canada/improvement-district-no-9
Niagara Falls,Canada,North America,43.0848,-79.0784,3,false,https://bestroadtrip.com/map/canada/niagara-falls
Vitacura,Chile,South America,-33.3551,-70.5670,3,false,https://bestroadtrip.com/map/chile/vitacura
Macau,China,Asia,22.1881,113.5411,3,false,https://bestroadtrip.com/map/china/macau
Ciudad del Vaticano,Ciudad del Vaticano,Unknown,41.9022,12.4536,3,false,https://bestroadtrip.com/map/ciudad-del-vaticano/ciudad-del-vaticano
Split,Croatia,Europe,43.5081,16.4402,3,false,https://bestroadtrip.com/map/croatia/split
Praha 1,Czechia,Europe,50.0872,14.4243,3,false,https://bestroadtrip.com/map/czech-republic/praha-1
Hong Kong Island,Hong Kong,Unknown,22.2712,114.1500,3,false,https://bestroadtrip.com/map/hong-kong/hong-kong-island
Kowloon,Hong Kong,Unknown,22.3168,114.1696,3,false,https://bestroadtrip.com/map/hong-kong/kowloon
Akureyri,Iceland,Europe,65.6596,-18.1106,3,true,https://bestroadtrip.com/map/iceland/akureyri
Reykjavik,Iceland,Europe,64.1291,-21.9581,3,true,https://bestroadtrip.com/map/iceland/reykjavik
Badung Regency,Indonesia,Asia,-8.6487,115.1615,3,true,https://bestroadtrip.com/map/indonesia/badung-regency
Bali,Indonesia,Asia,-8.4095,115.1889,3,true,https://bestroadtrip.com/map/indonesia/bali
Jakarta,Indonesia,Asia,-6.1767,106.8227,3,true,https://bestroadtrip.com/map/indonesia/jakarta
Kabupaten Banyuwangi,Indonesia,Asia,-8.6164,113.9928,3,true,https://bestroadtrip.com/map/indonesia/kabupaten-banyuwangi
Kabupaten Lumajang,Indonesia,Asia,-8.2315,112.9176,3,true,https://bestroadtrip.com/map/indonesia/kabupaten-lumajang
Kintamani,Indonesia,Asia,-8.2477,115.3762,3,true,https://bestroadtrip.com/map/indonesia/kintamani
Klungkung Regency,Indonesia,Asia,-8.7278,115.5444,3,true,https://bestroadtrip.com/map/indonesia/klungkung-regency
Uluwatu,Indonesia,Asia,-8.8296,115.0840,3,true,https://bestroadtrip.com/map/indonesia/uluwatu
Firenze,Italy,Europe,43.7731,11.2560,3,false,https://bestroadtrip.com/map/italy/firenze
Florence,Italy,Europe,43.7731,11.2560,3,false,https://bestroadtrip.com/map/italy/florence
Rome,Italy,Europe,41.8992,12.4731,3,false,https://bestroadtrip.com/map/italy/rome
Atami,Japan,Asia,35.1018,139.0781,3,true,https://bestroadtrip.com/map/japan/atami
Koto City,Japan,Asia,35.6353,139.7884,3,true,https://bestroadtrip.com/map/japan/koto-city
Tokyo,Japan,Asia,35.7156,139.7730,3,true,https://bestroadtrip.com/map/japan/tokyo
Urayasu,Japan,Asia,35.6329,139.8804,3,true,https://bestroadtrip.com/map/japan/urayasu
Luang Prabang,Laos,Asia,19.7492,101.9911,3,false,https://bestroadtrip.com/map/laos/luang-prabang
Batu Caves,Malaysia,Asia,3.2379,101.6840,3,false,https://bestroadtrip.com/map/malaysia/batu-caves
Mexico City,Mexico,North America,19.4326,-99.1392,3,false,https://bestroadtrip.com/map/mexico/mexico-city
Tulum,Mexico,North America,20.1422,-87.4548,3,false,https://bestroadtrip.com/map/mexico/tulum
Panamá,Panama,North America,8.9824,-79.5199,3,false,https://bestroadtrip.com/map/panama/panama
Arequipa,Perú,Unknown,-16.3929,-71.5355,3,false,https://bestroadtrip.com/map/peru/arequipa
Kraków,Poland,Europe,50.0668,19.9450,3,false,https://bestroadtrip.com/map/poland/krakow
Wrocław,Poland,Europe,51.1096,17.0347,3,false,https://bestroadtrip.com/map/poland/wroc-aw
Lisbon,Portugal,Europe,38.7078,-9.1366,3,false,https://bestroadtrip.com/map/portugal/lisbon
San Juan,Puerto Rico,Unknown,18.4663,-66.1179,3,true,https://bestroadtrip.com/map/puerto-rico/san-juan
Addo,South Africa,Africa,-33.4451,25.7496,3,false,https://bestroadtrip.com/map/south-africa/addo
Geoje-si,South Korea,Asia,34.7362,128.6854,3,false,https://bestroadtrip.com/map/south-korea/geoje-si
Yongsan District,South Korea,Asia,37.5418,126.9937,3,false,https://bestroadtrip.com/map/south-korea/yongsan-district
Toledo,Spain,Europe,39.8578,-4.0205,3,false,https://bestroadtrip.com/map/spain/toledo
Krung Thep Maha Nakhon,Thailand,Asia,13.7041,100.5017,3,false,https://bestroadtrip.com/map/thailand/krung-thep-maha-nakhon
Phuket,Thailand,Asia,7.8804,98.3923,3,false,https://bestroadtrip.com/map/thailand/phuket
Tambon Maret,Thailand,Asia,9.4715,100.0536,3,false,https://bestroadtrip.com/map/thailand/tambon-maret
Díli,Timor-Leste,Unknown,-8.5205,125.6084,3,false,https://bestroadtrip.com/map/timor-leste/dili
Göreme,Turkey,Asia,38.6431,34.8270,3,false,https://bestroadtrip.com/map/turkey/goreme
Cold Spring,United States,North America,41.4154,-73.9557,3,false,https://bestroadtrip.com/map/united-states/cold-spring
Honolulu,United States,North America,21.2791,-157.8258,3,false,https://bestroadtrip.com/map/united-states/honolulu
Vatican City,Vatican City,Unknown,41.9022,12.4539,3,false,https://bestroadtrip.com/map/vatican-city/vatican-city
Sa Pa,Vietnam,Asia,22.3039,103.7765,3,false,https://bestroadtrip.com/map/vietnam/sa-pa
Chascomús,Argentina,South America,-35.5746,-58.0085,2,false,https://bestroadtrip.com/map/argentina/chascomus
Potrerillos,Argentina,South America,-32.9607,-69.1976,2,false,https://bestroadtrip.com/map/argentina/potrerillos
Gold Coast,Australia,Oceania,-27.9881,153.4282,2,true,https://bestroadtrip.com/map/australia/gold-coast
Bruxelles,Bélgica,Unknown,50.8468,4.3525,2,false,https://bestroadtrip.com/map/belgium/bruxelles
Arraial do Cabo,Brasil,Unknown,-22.9944,-41.9917,2,false,https://bestroadtrip.com/map/brazil/arraial-do-cabo
Catete,Brasil,Unknown,-22.9266,-43.1764,2,false,https://bestroadtrip.com/map/brazil/catete
Santo Cristo,Brasil,Unknown,-22.8931,-43.1942,2,false,https://bestroadtrip.com/map/brazil/santo-cristo
Urca,Brasil,Unknown,-22.9493,-43.1546,2,false,https://bestroadtrip.com/map/brazil/urca
Phnom Penh,Cambodia,Asia,11.4822,104.9186,2,false,https://bestroadtrip.com/map/cambodia/phnom-penh
Siem Reap,Cambodia,Asia,13.4344,103.8896,2,false,https://bestroadtrip.com/map/cambodia/siem-reap
Banff,Canada,North America,51.1508,-115.5610,2,false,https://bestroadtrip.com/map/canada/banff
Improvement District No. 12,Canada,North America,52.2202,-117.2261,2,false,https://bestroadtrip.com/map/canada/improvement-district-no-12
Lake Louise,Canada,North America,51.4254,-116.1773,2,false,https://bestroadtrip.com/map/canada/lake-louise
Québec,Canada,North America,46.8120,-71.2052,2,false,https://bestroadtrip.com/map/canada/quebec
Vancouver,Canada,North America,49.3043,-123.1443,2,false,https://bestroadtrip.com/map/canada/vancouver
Ancud,Chile,South America,-41.8625,-73.8306,2,false,https://bestroadtrip.com/map/chile/ancud
Castro,Chile,South America,-42.4663,-73.7862,2,false,https://bestroadtrip.com/map/chile/castro
Recoleta,Chile,South America,-33.3931,-70.6563,2,false,https://bestroadtrip.com/map/chile/recoleta
Zhangjiajie,China,Asia,29.3982,110.6962,2,false,https://bestroadtrip.com/map/china/zhangjiajie
San Andrés y Providencia,Colombia,South America,12.5506,-81.6882,2,false,https://bestroadtrip.com/map/colombia/san-andres-y-providencia
San Carlos,Costa Rica,North America,10.4712,-84.6454,2,false,https://bestroadtrip.com/map/costa-rica/san-carlos
Dubrovnik,Croatia,Europe,42.6467,18.0991,2,false,https://bestroadtrip.com/map/croatia/dubrovnik
København,Denmark,Europe,55.6737,12.5682,2,false,https://bestroadtrip.com/map/denmark/k-benhavn
Mindo,Ecuador,South America,-0.0561,-78.7767,2,false,https://bestroadtrip.com/map/ecuador/mindo
Al Haram,Egipto,Unknown,29.9854,31.1331,2,false,https://bestroadtrip.com/map/egipto/al-haram
Luxor,Egipto,Unknown,25.7199,32.6531,2,false,https://bestroadtrip.com/map/egipto/luxor
Luxor,Egypt,Africa,25.7402,32.6014,2,false,https://bestroadtrip.com/map/egypt/luxor
Key West,Estados Unidos,Unknown,24.5512,-81.8006,2,false,https://bestroadtrip.com/map/united-states/key-west
Chamonix,France,Europe,45.9237,6.8694,2,false,https://bestroadtrip.com/map/france/chamonix
Gordes,France,Europe,43.9122,5.1991,2,false,https://bestroadtrip.com/map/france/gordes
Munich,Germany,Europe,48.1374,11.5755,2,false,https://bestroadtrip.com/map/germany/munich
Elounda,Greece,Europe,35.2647,25.7216,2,false,https://bestroadtrip.com/map/greece/elounda
Mykonos,Greece,Europe,37.4221,25.3681,2,false,https://bestroadtrip.com/map/greece/mykonos
Hong Kong,Hong Kong SAR,Unknown,22.2849,114.1546,2,false,https://bestroadtrip.com/map/hong-kong-sar/hong-kong
Flúðir,Iceland,Europe,64.1328,-20.2551,2,true,https://bestroadtrip.com/map/iceland/flu-ir
Agra,India,Asia,27.1751,78.0421,2,false,https://bestroadtrip.com/map/india/agra
Rishikesh,India,Asia,30.1072,78.2886,2,false,https://bestroadtrip.com/map/india/rishikesh
Varanasi,India,Asia,25.3109,83.0107,2,false,https://bestroadtrip.com/map/india/varanasi
Vrindavan,India,Asia,27.5721,77.6719,2,false,https://bestroadtrip.com/map/india/vrindavan
Bandung Regency,Indonesia,Asia,-7.1603,107.3513,2,true,https://bestroadtrip.com/map/indonesia/bandung-regency
Kabupaten Gianyar,Indonesia,Asia,-8.4528,115.2801,2,true,https://bestroadtrip.com/map/indonesia/kabupaten-gianyar
Kabupaten Tabanan,Indonesia,Asia,-8.2761,115.1542,2,true,https://bestroadtrip.com/map/indonesia/kabupaten-tabanan
Lebak Regency,Indonesia,Asia,-6.5945,106.2251,2,true,https://bestroadtrip.com/map/indonesia/lebak-regency
Nusa Dua,Indonesia,Asia,-8.8076,115.2252,2,true,https://bestroadtrip.com/map/indonesia/nusa-dua
Pererenan,Indonesia,Asia,-8.6425,115.1275,2,true,https://bestroadtrip.com/map/indonesia/pererenan
Ungasan,Indonesia,Asia,-8.8291,115.1428,2,true,https://bestroadtrip.com/map/indonesia/ungasan
County Wicklow,Irlanda,Unknown,53.0107,-6.3275,2,false,https://bestroadtrip.com/map/irlanda/county-wicklow
Jerusalem,Israel,Asia,31.7767,35.2345,2,false,https://bestroadtrip.com/map/israel/jerusalem
Verona,Itália,Unknown,45.4419,10.9987,2,false,https://bestroadtrip.com/map/italy/verona
Pisa,Italy,Europe,43.7230,10.3966,2,false,https://bestroadtrip.com/map/italy/pisa
Siena,Italy,Europe,43.3186,11.3306,2,false,https://bestroadtrip.com/map/italy/siena
Arakawa City,Japan,Asia,35.7366,139.8097,2,true,https://bestroadtrip.com/map/japan/arakawa-city
Bunkyo City,Japan,Asia,35.7118,139.7257,2,true,https://bestroadtrip.com/map/japan/bunkyo-city
Fujikawaguchiko,Japan,Asia,35.5224,138.7687,2,true,https://bestroadtrip.com/map/japan/fujikawaguchiko
Fujiyoshida,Japan,Asia,35.5013,138.8014,2,true,https://bestroadtrip.com/map/japan/fujiyoshida
Hachioji,Japan,Asia,35.6254,139.2437,2,true,https://bestroadtrip.com/map/japan/hachioji
Kamakura,Japan,Asia,35.3260,139.5563,2,true,https://bestroadtrip.com/map/japan/kamakura
Kanazawa,Japan,Asia,36.5659,136.6499,2,true,https://bestroadtrip.com/map/japan/kanazawa
Sendai,Japan,Asia,38.2619,140.8805,2,true,https://bestroadtrip.com/map/japan/sendai
Shimoda,Japan,Asia,34.6940,138.9737,2,true,https://bestroadtrip.com/map/japan/shimoda
Shirakawa,Japan,Asia,36.2578,136.9062,2,true,https://bestroadtrip.com/map/japan/shirakawa
Almaty,Kazakhstan,Unknown,43.0500,76.9850,2,false,https://bestroadtrip.com/map/kazakhstan/almaty
Karakol,Kyrgyzstan,Unknown,42.4782,78.3956,2,false,https://bestroadtrip.com/map/kyrgyzstan/karakol
Genting Highlands,Malaysia,Asia,3.4254,101.7932,2,false,https://bestroadtrip.com/map/malaysia/genting-highlands
Chamarel,Mauritius,Africa,-20.4397,57.3893,2,true,https://bestroadtrip.com/map/mauritius/chamarel
Le Morne,Mauritius,Africa,-20.4450,57.3285,2,true,https://bestroadtrip.com/map/mauritius/le-morne
Cabo San Lucas,Mexico,North America,22.8905,-109.9167,2,false,https://bestroadtrip.com/map/mexico/cabo-san-lucas
Chiapa de Corzo,Mexico,North America,16.1622,-92.2981,2,false,https://bestroadtrip.com/map/mexico/chiapa-de-corzo
Playa del Carmen,Mexico,North America,20.6296,-87.0739,2,false,https://bestroadtrip.com/map/mexico/playa-del-carmen
Agadir,Morocco,Africa,30.4299,-9.6231,2,false,https://bestroadtrip.com/map/morocco/agadir
Aït Benhaddou,Morocco,Africa,31.0471,-7.1296,2,false,https://bestroadtrip.com/map/morocco/ait-benhaddou
Casablanca,Morocco,Africa,33.6086,-7.6325,2,false,https://bestroadtrip.com/map/morocco/casablanca
Taunggyi,Myanmar (Burma),Unknown,20.7944,97.0376,2,false,https://bestroadtrip.com/map/myanmar-burma/taunggyi
Bharatpur,Nepal,Asia,27.6897,84.4362,2,false,https://bestroadtrip.com/map/nepal/bharatpur
Khangsar,Nepal,Asia,28.6800,83.9071,2,false,https://bestroadtrip.com/map/nepal/khangsar
Amsterdam,Netherlands,Europe,52.3738,4.8910,2,false,https://bestroadtrip.com/map/netherlands/amsterdam
Utrecht,Netherlands,Europe,52.0908,5.1214,2,false,https://bestroadtrip.com/map/netherlands/utrecht
Ash Sharqiyah North Governorate,Oman,Asia,21.4378,58.5544,2,false,https://bestroadtrip.com/map/oman/ash-sharqiyah-north-governorate
Muscat,Oman,Asia,23.5838,58.3887,2,false,https://bestroadtrip.com/map/oman/muscat
Chinchero,Peru,South America,-13.3958,-72.0478,2,false,https://bestroadtrip.com/map/peru/chinchero
Uchullujllo,Perú,Unknown,-14.0326,-71.2469,2,false,https://bestroadtrip.com/map/peru/uchullujllo
Cebu City,Philippines,Asia,10.3705,123.8733,2,true,https://bestroadtrip.com/map/philippines/cebu-city
Palompon,Philippines,Asia,11.1121,124.2417,2,true,https://bestroadtrip.com/map/philippines/palompon
Puerto Princesa City,Philippines,Asia,9.7856,118.6265,2,true,https://bestroadtrip.com/map/philippines/puerto-princesa-city
